  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
  7.2157692614293711E-001  2.0675918425134077E+000  3.3019738122371267E+000  4.4391471696917026E+000  5.4908722539711841E+000  6.4678460502196486E+000  7.3802629261563855E+000  8.2380368034847962E+000  9.0508568566587240E+000  9.8281388992286001E+000  1.0943003153597108E+001  1.2389617085460609E+001  1.3833633163783364E+001  1.5312646322837404E+001  1.6847382532178866E+001  1.8850718691399102E+001  2.1379275805874865E+001  2.4456294439135551E+001  2.8545192864707069E+001  3.3172619396057371E+001  3.7814652366207632E+001  4.2425626677288108E+001  4.6977421091374758E+001  5.1452402496609849E+001  5.5839366340627478E+001  6.0131195389516769E+001  6.6391401907612362E+001  7.4364987526722686E+001  8.1923542106428414E+001  8.9072377434003869E+001  9.5821499064857335E+001  1.0218315541134315E+002  1.0817045467573169E+002  1.1379657160506508E+002  1.1907429499794274E+002  1.2401577750008093E+002  1.2863240721896565E+002  1.3293475294403632E+002  1.3693255347314303E+002  1.4063473273988359E+002  1.4404942928383221E+002  1.4718403286382770E+002  1.5004522369435125E+002  1.5263901148431643E+002  1.5497077253888179E+002  1.5704528387110506E+002  1.5886675370166131E+002  1.6043884798928244E+002  1.6176471278861354E+002
  1.0477331781412575E+000  3.0559432158150210E+000  4.9571537452495713E+000  6.7592331446131482E+000  8.4685440661175502E+000  1.0090656312858329E+001  1.1630620971829439E+001  1.3093110884997587E+001  1.4482505038238090E+001  1.5802944681557459E+001  1.7661314834390577E+001  1.9935227252871357E+001  2.1999497217125302E+001  2.3880481317347755E+001  2.5603089344515624E+001  2.7566797344199063E+001  2.9709251137094611E+001  3.1991671755561882E+001  3.4732349158878435E+001  3.7698818492778216E+001  4.0708115138998856E+001  4.3822282389410113E+001  4.7048588577542255E+001  5.0363926879762097E+001  5.3733979368769987E+001  5.7124505351530679E+001  6.2194214989762166E+001  6.8800845749056919E+001  7.5151425101082239E+001  8.1200272450859828E+001  8.6930938031163492E+001  9.2341912892150205E+001  9.7438930496678651E+001  1.0223094539704945E+002  1.0672806402196558E+002  1.1094049847255167E+002  1.1487805560621314E+002  1.1854990600618545E+002  1.2196449836600053E+002  1.2512954801461314E+002  1.2805206163501202E+002  1.3073837797923690E+002  1.3319421391646577E+002  1.3542471029881159E+002  1.3743447491068363E+002  1.3922762125946682E+002  1.4080780275005594E+002  1.4217824218064592E+002  1.4334175667690084E+002
  1.2326606086041052E+000  3.6136705502037509E+000  5.8887739047947685E+000  8.0639638657072990E+000  1.0144329536135672E+001  1.2134429548580986E+001  1.4038442133859554E+001  1.5860245538740942E+001  1.7603468609551982E+001  1.9271526056153732E+001  2.1638966260262446E+001  2.4562152058973460E+001  2.7237821006694691E+001  2.9686307900210206E+001  3.1926351705100046E+001  3.4458324969337177E+001  3.7148272634628874E+001  3.9864828047696371E+001  4.2804403732733974E+001  4.5501342239341263E+001  4.7763654522786503E+001  4.9745803669893291E+001  5.1580727816877520E+001  5.3376058280259329E+001  5.5210822008115379E+001  5.7134645840652873E+001  6.0235045192276445E+001  6.4744926846879878E+001  6.9528317514200296E+001  7.4404762358758688E+001  7.9232492950777498E+001  8.3918170887642063E+001  8.8406616533722726E+001  9.2668297859589842E+001  9.6689675475838371E+001  1.0046674226309379E+002  1.0400095247865242E+002  1.0729672869835476E+002  1.1035995966141751E+002  1.1319710733272429E+002  1.1581468512156037E+002  1.1821896111949613E+002  1.2041579703874005E+002  1.2241056822307549E+002  1.2420813124379627E+002  1.2581281851378830E+002  1.2722844728988537E+002  1.2845833533911986E+002  1.2950531860022892E+002
  1.3273308309363254E+000  3.9003149381261828E+000  6.3694459356188515E+000  8.7397719627833368E+000  1.1015763452861568E+001  1.3201510222615092E+001  1.5300806900742186E+001  1.7317201986384944E+001  1.9254030676192926E+001  2.1114439017281043E+001  2.3767919368054439E+001  2.7065350444327457E+001  3.0106020469326502E+001  3.2908490775963280E+001  3.5489714048822627E+001  3.8428087019105980E+001  4.1569411957398124E+001  4.4755999171119591E+001  4.8190787144913017E+001  5.1263208503477891E+001  5.3684453103752183E+001  5.5578351054618928E+001  5.7057961578218205E+001  5.8228067902709412E+001  5.9186223359591764E+001  6.0022362566708040E+001  6.1220174227914342E+001  6.3052952864685011E+001  6.5401734314656423E+001  6.8318639207483969E+001  7.1688888179364739E+001  7.5337704547098724E+001  7.9102026599404823E+001  8.2857512319078083E+001  8.6519263970586849E+001  9.0033357496785158E+001  9.3367597474510376E+001  9.6504170966917172E+001  9.9434457716171067E+001  1.0215555296142782E+002  1.0466799529368782E+002  1.0697429944470795E+002  1.0907801449004062E+002  1.1098312180123105E+002  1.1269365206106018E+002  1.1421344353086852E+002  1.1554599151825293E+002  1.1669435690446171E+002  1.1766111323653530E+002
  1.3604381672337571E+000  4.0028154098149651E+000  6.5446743398252396E+000  8.9904598825665207E+000  1.1344235846368242E+001  1.3609777615575588E+001  1.5790619516437200E+001  1.7890085450894489E+001  1.9911311295028248E+001  2.1857262518230421E+001  2.4641085384846459E+001  2.8114564913139372E+001  3.1333179073760398E+001  3.4314455407141452E+001  3.7074364805861720E+001  4.0234905490105945E+001  4.3637553826136745E+001  4.7118972668127483E+001  5.0907875080038920E+001  5.4326367538645229E+001  5.7027334368371605E+001  5.9114873769353736E+001  6.0680755879894754E+001  6.1807780397131857E+001  6.2572456874651273E+001  6.3047100461300730E+001  6.3365899925765028E+001  6.3423627382733670E+001  6.3510137412137887E+001  6.4035103231637706E+001  6.5238077254431118E+001  6.7153678572845635E+001  6.9658153707573419E+001  7.2560113958234737E+001  7.5673857933738603E+001  7.8852437789357054E+001  8.1991882482063190E+001  8.5023447084380436E+001  8.7903790259415572E+001  9.0606751283321486E+001  9.3117380654120353E+001  9.5427870141583341E+001  9.7534855944679208E+001  9.9437653002424540E+001  1.0113710359778149E+002  1.0263482735780967E+002  1.0393273377771871E+002  1.0503270804676607E+002  1.0593641359907163E+002
  1.3522950044370283E+000  3.9819669504727440E+000  6.5153066454910533E+000  8.9563433965473038E+000  1.1308844123146462E+001  1.3576343724267941E+001  1.5762170022420513E+001  1.7869463629945709E+001  1.9901194271726546E+001  2.1860174592823050E+001  2.4668117117560413E+001  2.8181157430047932E+001  3.1447127061997957E+001  3.4482680821324507E+001  3.7302981198121600E+001  4.0546725153609103E+001  4.4058001918285562E+001  4.7676176539274756E+001  5.1650801844982169E+001  5.5279809291281936E+001  5.8186263364856025E+001  6.0463352607898962E+001  6.2190964143213868E+001  6.3438747701114536E+001  6.4268607672917639E+001  6.4736788365381457E+001  6.4875439282253524E+001  6.4275434075747455E+001  6.3139252391073171E+001  6.1882573661339194E+001  6.0926314872679029E+001  6.0631158544455126E+001  6.1199635114125286E+001  6.2622884733588918E+001  6.4727334092644895E+001  6.7277998572935772E+001  7.0059757215700202E+001  7.2909455279857497E+001  7.5715486972410858E+001  7.8405924469167289E+001  8.0936157641712825E+001  8.3279377809102030E+001  8.5420036492297413E+001  8.7349563584269418E+001  8.9063620554598870E+001  9.0560350460095734E+001  9.1839265480343627E+001  9.2900543178485222E+001  9.3744589575332924E+001
  1.3188086637191803E+000  3.8850873190903181E+000  6.3594539605125808E+000  8.7456690014917218E+000  1.1047291761162484E+001  1.3267678693671975E+001  1.5409997234194314E+001  1.7477240487722682E+001  1.9472240678880844E+001  2.1397681166037497E+001  2.4161123992739267E+001  2.7624798991942217E+001  3.0852147496922360E+001  3.3859043815261209E+001  3.6659927076173759E+001  3.9891538938914628E+001  4.3404023071802399E+001  4.7043377341716514E+001  5.1071754668094854E+001  5.4788694886930919E+001  5.7805983006222448E+001  6.0209587040180779E+001  6.2072069863997903E+001  6.3455383011767708E+001  6.4413086546865486E+001  6.4992157430235139E+001  6.5244043847264848E+001  6.4621106625766103E+001  6.3155083900429972E+001  6.1127133187561981E+001  5.8855211276685907E+001  5.6715693425068224E+001  5.5124184959543690E+001  5.4440849120319484E+001  5.4828196257142700E+001  5.6187613291131122E+001  5.8248578673817384E+001  6.0713659506607748E+001  6.3344522233621966E+001  6.5978381468270896E+001  6.8512996980756895E+001  7.0887006981013542E+001  7.3064621033012060E+001  7.5025473405683186E+001  7.6758307295567278E+001  7.8257134350520502E+001  7.9518914653859539E+001  8.0542159003061570E+001  8.1326096996770517E+001
  1.2728862445206979E+000  3.7504421661988760E+000  6.1401084018533236E+000  8.4455173052478401E+000  1.0670113087754771E+001  1.2817142693997834E+001  1.4889667878181896E+001  1.6890579344669565E+001  1.8822609996102692E+001  2.0688346851697020E+001  2.3368203036246975E+001  2.6730959382357224E+001  2.9868865116258561E+001  3.2797155105033845E+001  3.5529667455570340E+001  3.8689445024475148E+001  4.2134129882636003E+001  4.5717960015417177E+001  4.9708394354246145E+001  5.3421869079927077E+001  5.6471018009894692E+001  5.8936442421997853E+001  6.0885601257853715E+001  6.2375438260405851E+001  6.3454433635406332E+001  6.4164234170996863E+001  6.4618628582911711E+001  6.4235647931800699E+001  6.2912877804032370E+001  6.0834585567481639E+001  5.8187664015391427E+001  5.5193467717881646E+001  5.2146799584186326E+001  4.9447434723136460E+001  4.7570146047387169E+001  4.6901149725618559E+001  4.7511869249384219E+001  4.9129549304727746E+001  5.1348202270392640E+001  5.3823265717885590E+001  5.6326588391340046E+001  5.8724116158975747E+001  6.0941470028869063E+001  6.2938645273435341E+001  6.4694643794353098E+001  6.6198731065073744E+001  6.7445554754379771E+001  6.8432424888990653E+001  6.9157804642417517E+001
  1.2249718707261998E+000  3.6089697018548867E+000  5.9081612633874592E+000  8.1261891517769307E+000  1.0266479196957318E+001  1.2332245035762542E+001  1.4326506275889079E+001  1.6252105972238695E+001  1.8111725914384873E+001  1.9907899878127594E+001  2.2488642074933797E+001  2.5728697384160110E+001  2.8754309603308727E+001  3.1580283656792176E+001  3.4220040662433107E+001  3.7276738968174627E+001  4.0615547130879783E+001  4.4098980490154887E+001  4.7994134715778827E+001  5.1642329635041001E+001  5.4664796765683839E+001  5.7138184369957770E+001  5.9126302141821611E+001  6.0682662131110519E+001  6.1852444539794668E+001  6.2674038897172096E+001  6.3329192645398457E+001  6.3253223768305460E+001  6.2251966554766874E+001  6.0462568816130769E+001  5.8002041035109585E+001  5.4984401803833698E+001  5.1544293280178330E+001  4.7874976398909403E+001  4.4287571454521178E+001  4.1270972724087144E+001  3.9435374871320910E+001  3.9177708032617836E+001  4.0333229820904243E+001  4.2354112923384143E+001  4.4727650719921705E+001  4.7133234591384401E+001  4.9402619732043490E+001  5.1453958412039661E+001  5.3249058931855721E+001  5.4770819460268179E+001  5.6011965822809614E+001  5.6969470272576686E+001  5.7641773156469782E+001
